Path,CFP_Frequency,NON_CFP_Frequency,Discriminative_Power
email/body/conference/organization/programchairs/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/body/job_details/application/application_deadline,0.0,0.015151515151515152,-0.015151515151515152
email/body/workshops/description,0.0,0.015151515151515152,-0.015151515151515152
body/sender/contact,0.0,0.015151515151515152,-0.015151515151515152
email/conference/workshops/important_dates/camera_ready_deadline,0.029411764705882353,0.0,0.029411764705882353
job/department/institution,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_chapters/important_dates/notification_full_chapters,0.0,0.015151515151515152,-0.015151515151515152
contact/contribution_info,0.029411764705882353,0.0,0.029411764705882353
email/callforworkshops/importantdates/workshoppapersacceptancenotification,0.0,0.015151515151515152,-0.015151515151515152
email/conference_info/dates/end,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/special_issue_information/description,0.0,0.015151515151515152,-0.015151515151515152
email/content/venue,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizingcommittee/generalchair/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/body/conference/organization/programchairs/name,0.029411764705882353,0.0,0.029411764705882353
conference/schedule/thursday,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/editors/institution,0.0,0.015151515151515152,-0.015151515151515152
conference/program_committee,0.058823529411764705,0.0,0.058823529411764705
job/application_details,0.0,0.015151515151515152,-0.015151515151515152
deadlines/workshop_paper_submission/date,0.029411764705882353,0.0,0.029411764705882353
deadlines,0.029411764705882353,0.0,0.029411764705882353
email/body/additional_info/seworld_info,0.029411764705882353,0.0,0.029411764705882353
event/contact/social_media/linkedin,0.029411764705882353,0.0,0.029411764705882353
email/conference/activities/paper_sessions,0.029411764705882353,0.0,0.029411764705882353
job_posting/position/employment_type,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/event/date,0.029411764705882353,0.0,0.029411764705882353
symposium/submission_details/requirements,0.029411764705882353,0.0,0.029411764705882353
conference/committees/workshopsspecialtracksandtutorialschairs/country,0.029411764705882353,0.0,0.029411764705882353
email/body/institution_description/student_count,0.0,0.015151515151515152,-0.015151515151515152
email/date,0.8529411764705882,0.8484848484848485,0.004456327985739694
email/body/organization/contact_info/email,0.029411764705882353,0.0,0.029411764705882353
job/department/name,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/submission,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_participation/info_url,0.0,0.015151515151515152,-0.015151515151515152
email/body/application_details/location,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_applications/application_process/first_stage/submission_email,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/scope_and_topics/topics,0.029411764705882353,0.0,0.029411764705882353
email/body/contact/website,0.0,0.015151515151515152,-0.015151515151515152
email/body/announcement/additionallinks/fulljobad,0.0,0.015151515151515152,-0.015151515151515152
email/body/footer/more_info/url,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/theme,0.029411764705882353,0.0,0.029411764705882353
event/venue_description,0.0,0.015151515151515152,-0.015151515151515152
email/body/special_issue/timeline/special_issue_publication,0.0,0.015151515151515152,-0.015151515151515152
email/body/closing/best_regards,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_info,0.0,0.015151515151515152,-0.015151515151515152
email/body/important_dates/event,0.0,0.015151515151515152,-0.015151515151515152
conference/review_process,0.029411764705882353,0.0,0.029411764705882353
email/conferencedetails,0.0,0.030303030303030304,-0.030303030303030304
email/body/call_for_applications/requirements/general,0.0,0.015151515151515152,-0.015151515151515152
email/body/invited_speakers/name,0.0,0.015151515151515152,-0.015151515151515152
symposium/submission_details/extended_version/journal,0.029411764705882353,0.0,0.029411764705882353
email/event/registration/fee,0.0,0.015151515151515152,-0.015151515151515152
conference/sponsor_details,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/event/description,0.029411764705882353,0.0,0.029411764705882353
email/sender/authorprofilelink,0.0,0.015151515151515152,-0.015151515151515152
email/body/announcement/message,0.0,0.015151515151515152,-0.015151515151515152
email/body/announcement/position/level,0.0,0.015151515151515152,-0.015151515151515152
call_for_papers/manuscript_submission_information/types_of_submissions,0.0,0.015151515151515152,-0.015151515151515152
email/body/job_details/contacts/title,0.0,0.015151515151515152,-0.015151515151515152
email/body/event/dates/satellite_events/end_date,0.0,0.015151515151515152,-0.015151515151515152
email/importantdates/workshopdate,0.0,0.015151515151515152,-0.015151515151515152
conference/presentation/accepted_papers/format,0.029411764705882353,0.0,0.029411764705882353
email/conference/organizingcommittee/financialchair/affiliation,0.029411764705882353,0.0,0.029411764705882353
job_posting/location,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/publication/information,0.029411764705882353,0.0,0.029411764705882353
email/workshopchairs,0.0,0.030303030303030304,-0.030303030303030304
email/content/call_for_papers/submission_process/template,0.029411764705882353,0.0,0.029411764705882353
email/body/announcement/project_information/team_activities,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_abstracts/submission/deadline,0.029411764705882353,0.0,0.029411764705882353
email/body/position/strategic_research_area,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_papers/conference/location,0.029411764705882353,0.0,0.029411764705882353
sender/address/street,0.0,0.015151515151515152,-0.015151515151515152
job_posting/project,0.0,0.015151515151515152,-0.015151515151515152
job/collaboration/industrial_partner,0.0,0.015151515151515152,-0.015151515151515152
email/body/program_details/related_work/website,0.0,0.015151515151515152,-0.015151515151515152
email/body/greeting,0.058823529411764705,0.15151515151515152,-0.09269162210338681
email/body/city_and_host_institution/organizer/description,0.0,0.015151515151515152,-0.015151515151515152
conference/social_program/events/location,0.0,0.015151515151515152,-0.015151515151515152
email/body/position/collaboration/partners,0.0,0.015151515151515152,-0.015151515151515152
email/body/independent_project/mentorship,0.0,0.015151515151515152,-0.015151515151515152
conference/submission_categories/description,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_applications/requirements/general/research_ability,0.0,0.015151515151515152,-0.015151515151515152
conference/areas_of_contribution,0.029411764705882353,0.0,0.029411764705882353
contact/name,0.058823529411764705,0.0,0.058823529411764705
email/body/position/requirements/field,0.0,0.015151515151515152,-0.015151515151515152
email/body/offer/collaborations/description,0.0,0.015151515151515152,-0.015151515151515152
body/footer/submission_email,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/submissions,0.029411764705882353,0.0,0.029411764705882353
event/theme/title,0.0,0.015151515151515152,-0.015151515151515152
email/body/instructions/website/url,0.0,0.015151515151515152,-0.015151515151515152
email/body/duties/research,0.0,0.015151515151515152,-0.015151515151515152
conference/organizingcommittee,0.029411764705882353,0.0,0.029411764705882353
email/body/footer/contribution_notice,0.029411764705882353,0.0,0.029411764705882353
email/conference/submission/open,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_chapters/scope_and_objectives,0.0,0.015151515151515152,-0.015151515151515152
email/body/event/dates/satellite_events/start_date,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_chapters/contact_information,0.0,0.015151515151515152,-0.015151515151515152
email/conference/submission_guidelines/formatting,0.029411764705882353,0.0,0.029411764705882353
email/body/conference/steering_committee_invitation,0.0,0.015151515151515152,-0.015151515151515152
application_details/scientific_inquiries,0.0,0.015151515151515152,-0.015151515151515152
email/body/application_deadline,0.0,0.030303030303030304,-0.030303030303030304
email/body/call_for_papers/important_dates/paper_registration_deadline,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/event/dates/start,0.029411764705882353,0.0,0.029411764705882353
paper_submission/website,0.029411764705882353,0.0,0.029411764705882353
application_details/scientific_inquiries/email,0.0,0.015151515151515152,-0.015151515151515152
body/position/level,0.0,0.015151515151515152,-0.015151515151515152
event/participation/remote,0.029411764705882353,0.0,0.029411764705882353
email/importantdates,0.0,0.015151515151515152,-0.015151515151515152
email/conference/journal_opportunity,0.029411764705882353,0.0,0.029411764705882353
email/position/contract/duration,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/description,0.029411764705882353,0.030303030303030304,-0.0008912655971479513
symposium/important_dates/author_notification,0.029411764705882353,0.0,0.029411764705882353
conference/submissionguidelines/submissiontype,0.029411764705882353,0.0,0.029411764705882353
email/body/contact_information/guest_editors/institution,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_applications/award_ceremony/date,0.0,0.015151515151515152,-0.015151515151515152
email/body/organization_committee/industry_forum_chair/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/body/seworld_info/submission_email,0.029411764705882353,0.0,0.029411764705882353
email/conference/submission_guidelines/submission_link,0.029411764705882353,0.0,0.029411764705882353
position/contact,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_instructions/details,0.0,0.015151515151515152,-0.015151515151515152
email/body/position/strategic_research_area/expectation,0.0,0.015151515151515152,-0.015151515151515152
email/event/sessions,0.0,0.015151515151515152,-0.015151515151515152
email/body/important_dates/date,0.0,0.015151515151515152,-0.015151515151515152
conference/contact/email,0.058823529411764705,0.0,0.058823529411764705
email/body/further_information/contact,0.0,0.015151515151515152,-0.015151515151515152
email/body/main_content/details,0.0,0.015151515151515152,-0.015151515151515152
email/submission_guidelines/requirements,0.029411764705882353,0.0,0.029411764705882353
email/conference/dates/start,0.08823529411764706,0.015151515151515152,0.07308377896613191
body/institution/country,0.0,0.015151515151515152,-0.015151515151515152
email/body/technical_program/tracks/research_track/papers,0.0,0.015151515151515152,-0.015151515151515152
call_for_papers/general_chairs/name,0.029411764705882353,0.0,0.029411764705882353
email/body/seworld_contact/submission_email,0.0,0.015151515151515152,-0.015151515151515152
email/importantdates/submissiondue,0.0,0.015151515151515152,-0.015151515151515152
email/body/awards,0.029411764705882353,0.015151515151515152,0.0142602495543672
job_posting/contact/phone,0.0,0.030303030303030304,-0.030303030303030304
conference/program_committee/name,0.029411764705882353,0.0,0.029411764705882353
event/location/state,0.029411764705882353,0.0,0.029411764705882353
email/body/contact_information/contacts/title,0.0,0.015151515151515152,-0.015151515151515152
event/excursion,0.0,0.015151515151515152,-0.015151515151515152
email/body/publication,0.029411764705882353,0.015151515151515152,0.0142602495543672
email/conference/workshops,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_participation/organization,0.0,0.015151515151515152,-0.015151515151515152
email/body/closing/sender,0.029411764705882353,0.0,0.029411764705882353
email/body/disclaimer/location_restriction,0.0,0.015151515151515152,-0.015151515151515152
email/event/additional_info/submission_link,0.029411764705882353,0.0,0.029411764705882353
event/registration/fees,0.029411764705882353,0.0,0.029411764705882353
email/body/closing/signature,0.029411764705882353,0.0,0.029411764705882353
email/body/position/requirements/experience,0.0,0.015151515151515152,-0.015151515151515152
email/body/application_process/requirements,0.0,0.015151515151515152,-0.015151515151515152
email/position/international_applicants/visa_information_url,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position_details/number_of_positions,0.0,0.015151515151515152,-0.015151515151515152
email/body/application_procedure/upload_guide/cover_letter,0.0,0.015151515151515152,-0.015151515151515152
email/body/further_information/contact/affiliation,0.0,0.015151515151515152,-0.015151515151515152
email/body/program_details/applications,0.0,0.015151515151515152,-0.015151515151515152
position/description/key_areas,0.0,0.015151515151515152,-0.015151515151515152
email/body/scope/context,0.0,0.015151515151515152,-0.015151515151515152
email/body/event_details,0.0,0.015151515151515152,-0.015151515151515152
email/body/city_and_host_institution/organizer/name,0.0,0.015151515151515152,-0.015151515151515152
email/body/organisers,0.0,0.015151515151515152,-0.015151515151515152
conference/contacts/program_co_chairs,0.029411764705882353,0.0,0.029411764705882353
email/body/job_details/department/staff/total_students,0.0,0.015151515151515152,-0.015151515151515152
email/body/disclaimer,0.0,0.015151515151515152,-0.015151515151515152
call_for_papers/contact/position,0.0,0.015151515151515152,-0.015151515151515152
conference/importantdates/workshoppapers/camerareadydue,0.029411764705882353,0.0,0.029411764705882353
email/content/footer/contribution_info,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizingcommittee/renechairs/country,0.029411764705882353,0.0,0.029411764705882353
email/body/contact_person/address,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_chapters/important_dates/notification_abstracts,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position/requirements,0.0,0.030303030303030304,-0.030303030303030304
email/position/details,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_papers/resubmissions_policy/reject_policy,0.029411764705882353,0.0,0.029411764705882353
job_posting/position/expectations/research,0.0,0.015151515151515152,-0.015151515151515152
email/body/main_content/openings/topics,0.0,0.015151515151515152,-0.015151515151515152
email/conference/callforpapers/specialjournalissue,0.029411764705882353,0.0,0.029411764705882353
email/body/conference/steering_committee_invitation/submission_details/submission_info/procedure/contact_person/email,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_applications/award_ceremony/event,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/submissions/importantdates/abstractsubmission,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_papers/publication,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_satellite_events/scope,0.0,0.015151515151515152,-0.015151515151515152
conference/contacts/general_contact_email,0.029411764705882353,0.0,0.029411764705882353
email/body/callforpapers/aimsandscope/typesofpapers/type,0.0,0.015151515151515152,-0.015151515151515152
email/body/qualifications,0.0,0.015151515151515152,-0.015151515151515152
email/body/discussion,0.0,0.015151515151515152,-0.015151515151515152
position/description/school/rankings/master_program/name,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position_details/contact_person/institution,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_applications/requirements/tenure_track_candidates/research_potential,0.0,0.015151515151515152,-0.015151515151515152
email/content/awards/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_topics,0.029411764705882353,0.0,0.029411764705882353
email/body/main_conferences/conferences/ae_chair,0.0,0.015151515151515152,-0.015151515151515152
email/body/awards/distinguished_papers/selection_committee,0.0,0.015151515151515152,-0.015151515151515152
email/position/candidate_requirements/relevant_experience,0.0,0.015151515151515152,-0.015151515151515152
email/body/organization_committee/publication_chairs,0.029411764705882353,0.0,0.029411764705882353
email/body/paper_format_submission/format,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/submission_deadline,0.0,0.030303030303030304,-0.030303030303030304
email/body/softwareengineeringtopics,0.0,0.015151515151515152,-0.015151515151515152
email/body/footer/seworld_info,0.029411764705882353,0.0,0.029411764705882353
conference/important_dates/workshop_proposals_deadline,0.029411764705882353,0.0,0.029411764705882353
email/body/contact_info/professor/title,0.0,0.015151515151515152,-0.015151515151515152
email/body/event_details/registration_info/registration_link,0.0,0.015151515151515152,-0.015151515151515152
call_for_papers/manuscript_submission_information/submission_guidelines,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position/expectations,0.0,0.015151515151515152,-0.015151515151515152
event/program/confirmed_speakers/name,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizingcommittee/proceedingschair/country,0.029411764705882353,0.0,0.029411764705882353
email/conference/activities,0.029411764705882353,0.0,0.029411764705882353
contact/mobile,0.029411764705882353,0.0,0.029411764705882353
position/contact/address/street,0.0,0.015151515151515152,-0.015151515151515152
conference/tutorials/full_day/title,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_papers/submission_process/page_limit,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_papers/submission_guidelines/categories/short_papers/page_limit,0.029411764705882353,0.0,0.029411764705882353
event/call_for_posters/more_info,0.0,0.015151515151515152,-0.015151515151515152
event/call_for_posters,0.0,0.015151515151515152,-0.015151515151515152
email/body/organization_committee/workshop_chairs/name,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_abstracts/submission_info,0.029411764705882353,0.0,0.029411764705882353
event/theme/areas/name,0.0,0.015151515151515152,-0.015151515151515152
email/conference/callforpapers/submissioninstructions/tracks/shortpapersandposterstrack/posterlimit/pagelimit,0.029411764705882353,0.0,0.029411764705882353
email/body/more_details_url,0.0,0.015151515151515152,-0.015151515151515152
job/qualifications/optional/experience,0.0,0.015151515151515152,-0.015151515151515152
email/body/contact_information/union_representatives,0.0,0.015151515151515152,-0.015151515151515152
position/description/school/name,0.0,0.015151515151515152,-0.015151515151515152
email/body/technical_program/tracks/industry_track,0.0,0.015151515151515152,-0.015151515151515152
sign_off/name,0.0,0.015151515151515152,-0.015151515151515152
conference/publications/submission_requirements/printing,0.029411764705882353,0.0,0.029411764705882353
symposium/location,0.029411764705882353,0.0,0.029411764705882353
email/body/paper_format_submission,0.029411764705882353,0.0,0.029411764705882353
email/conference/callforpapers/submissioninstructions/tracks/reproducibilitystudiesandnegativeresultstrack/newstudieslimit,0.029411764705882353,0.0,0.029411764705882353
email/conference_info/dates/start,0.029411764705882353,0.0,0.029411764705882353
email/event/additional_info,0.029411764705882353,0.0,0.029411764705882353
conference/tracks,0.058823529411764705,0.0,0.058823529411764705
contact/team,0.029411764705882353,0.0,0.029411764705882353
email/body/conference,0.08823529411764706,0.030303030303030304,0.05793226381461676
email/contribution_info/submission_link,0.029411764705882353,0.0,0.029411764705882353
event/dates/end,0.08823529411764706,0.015151515151515152,0.07308377896613191
contact/seworld_info,0.058823529411764705,0.0,0.058823529411764705
email/footer/additional_info,0.0,0.015151515151515152,-0.015151515151515152
call_for_papers/program_committee/name,0.029411764705882353,0.0,0.029411764705882353
email/body/contact_information/guest_editors/website,0.0,0.015151515151515152,-0.015151515151515152
email/contribution/method,0.0,0.015151515151515152,-0.015151515151515152
email/body/organization_committee/industry_forum_chair/name,0.029411764705882353,0.0,0.029411764705882353
email/replyto/name,0.11764705882352941,0.09090909090909091,0.0267379679144385
email/conference/importantdates/journalfirsttrack/notifications,0.029411764705882353,0.0,0.029411764705882353
conference/committees/generalcochairs/name,0.029411764705882353,0.0,0.029411764705882353
email/body/organization_committee/publicity_chairs/name,0.029411764705882353,0.0,0.029411764705882353
email/conference/callforpapers,0.029411764705882353,0.0,0.029411764705882353
email/event/additional_info/co_location,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/journal/impact_factor,0.0,0.015151515151515152,-0.015151515151515152
email/body/organization_committee/tpc_chairs,0.029411764705882353,0.0,0.029411764705882353
email/conference/acronym,0.029411764705882353,0.0,0.029411764705882353
conference/author_instructions/review_process,0.029411764705882353,0.0,0.029411764705882353
email/body/call_for_participation/application_details,0.0,0.015151515151515152,-0.015151515151515152
email/conference/student_volunteers/travel_support/description,0.0,0.015151515151515152,-0.015151515151515152
application/process/committee,0.0,0.015151515151515152,-0.015151515151515152
email/position/benefits/development_opportunities,0.0,0.015151515151515152,-0.015151515151515152
email/body/positions/location,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/scope_and_topics,0.029411764705882353,0.0,0.029411764705882353
email/body/footer/seworld_link,0.0,0.015151515151515152,-0.015151515151515152
email/content/introduction,0.0,0.015151515151515152,-0.015151515151515152
body/sender/department,0.0,0.015151515151515152,-0.015151515151515152
contact_information/phone,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position_details/school,0.0,0.015151515151515152,-0.015151515151515152
email/body/callforpapers/aimsandscope/typesofpapers,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position/tenure_track,0.0,0.015151515151515152,-0.015151515151515152
position/candidate_profile/evaluation_criteria,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_chapters/links/easychair,0.0,0.015151515151515152,-0.015151515151515152
application_details/requirements,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/invited_speakers/name,0.029411764705882353,0.0,0.029411764705882353
email/workshopchairs/title,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_participation/application_details/submission_process/documents_required,0.0,0.015151515151515152,-0.015151515151515152
email/body/expectations/qualifications/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/position/description,0.0,0.045454545454545456,-0.045454545454545456
position/location,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/title,0.0,0.045454545454545456,-0.045454545454545456
symposium/important_dates/registration_deadline,0.029411764705882353,0.0,0.029411764705882353
email/body/technical_program/tracks/industry_track/papers,0.0,0.015151515151515152,-0.015151515151515152
email/additional_information/submission_to_seworld/email,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_chapters/editors/name,0.0,0.015151515151515152,-0.015151515151515152
email/body/invitation/dates,0.029411764705882353,0.0,0.029411764705882353
job_posting/contact/address,0.0,0.030303030303030304,-0.030303030303030304
position/duration_and_salary/gross_annual_salary,0.0,0.015151515151515152,-0.015151515151515152
email/body/further_information,0.0,0.015151515151515152,-0.015151515151515152
email/body/project/supervisors/field,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizingcommittee/erachairs/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/conference/submission_guidelines/regular_papers/description,0.029411764705882353,0.0,0.029411764705882353
symposium/submission_details/extended_abstract/content,0.029411764705882353,0.0,0.029411764705882353
email/conference_details,0.029411764705882353,0.0,0.029411764705882353
footer/contribution_information,0.029411764705882353,0.0,0.029411764705882353
email/content/lead_ci/institution,0.0,0.015151515151515152,-0.015151515151515152
position/offer/employmenttype,0.0,0.015151515151515152,-0.015151515151515152
email/body/registration_details/on_site_registration,0.029411764705882353,0.0,0.029411764705882353
email/body/contact_person/phone,0.0,0.015151515151515152,-0.015151515151515152
email/content/call_for_papers/important,0.029411764705882353,0.0,0.029411764705882353
email/contribution/more_information,0.029411764705882353,0.0,0.029411764705882353
email/body/announcement/contact/position,0.0,0.015151515151515152,-0.015151515151515152
job_posting/department_links/software_engineering,0.0,0.015151515151515152,-0.015151515151515152
email/body/project/supervisors/name,0.0,0.015151515151515152,-0.015151515151515152
email/conference/organizers/general_co_chairs/affiliation,0.029411764705882353,0.0,0.029411764705882353
email/conference/callforworkshops/description,0.029411764705882353,0.0,0.029411764705882353
email/body/positions/description,0.0,0.015151515151515152,-0.015151515151515152
email/body/about_etaps,0.0,0.015151515151515152,-0.015151515151515152
sender/websites,0.0,0.015151515151515152,-0.015151515151515152
email/additionalinfo/seworldinfolink,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/dates,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_applications/positions/areas_of_interest,0.0,0.015151515151515152,-0.015151515151515152
email/body/important_dates/camera_ready_deadline,0.029411764705882353,0.0,0.029411764705882353
conference/further_information/promotion/hashtags,0.0,0.015151515151515152,-0.015151515151515152
email/body/application_procedure/upload_guide,0.0,0.015151515151515152,-0.015151515151515152
conference/important_dates/payment_of_registration,0.029411764705882353,0.0,0.029411764705882353
event/important_dates/submission,0.029411764705882353,0.0,0.029411764705882353
email/conference/importantdates/earlyresearchachievementtrack/notifications,0.029411764705882353,0.0,0.029411764705882353
body/footer,0.0,0.015151515151515152,-0.015151515151515152
email/call_for_papers/event,0.029411764705882353,0.0,0.029411764705882353
email/body/institution_description/location,0.0,0.015151515151515152,-0.015151515151515152
reply_to/name,0.029411764705882353,0.015151515151515152,0.0142602495543672
email/body/scope/definition,0.0,0.015151515151515152,-0.015151515151515152
email/body/special_issue/journal,0.0,0.015151515151515152,-0.015151515151515152
email/body/job_details/contacts/phone,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_applications/application_process,0.0,0.015151515151515152,-0.015151515151515152
email/position/benefits/salary,0.0,0.015151515151515152,-0.015151515151515152
conference/additional_info/seworld_info,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/key_dates,0.029411764705882353,0.0,0.029411764705882353
email/body/conference/tracks/focus,0.029411764705882353,0.0,0.029411764705882353
job_posting/position_details/focus_areas,0.0,0.015151515151515152,-0.015151515151515152
email/callforworkshops/importantdates/proposalacceptancenotification,0.0,0.015151515151515152,-0.015151515151515152
event/contact,0.029411764705882353,0.0,0.029411764705882353
email/body/co_hosting/event,0.029411764705882353,0.0,0.029411764705882353
email/body/awards/etaps_test_of_time_award/description,0.0,0.015151515151515152,-0.015151515151515152
position/description/role/requirements,0.0,0.015151515151515152,-0.015151515151515152
deadlines/workshop_paper_submission/note,0.029411764705882353,0.0,0.029411764705882353
email/body/apology,0.029411764705882353,0.030303030303030304,-0.0008912655971479513
email/body/invited_speakers/affiliation,0.0,0.015151515151515152,-0.015151515151515152
conference/submission_categories/format,0.029411764705882353,0.0,0.029411764705882353
email/body/position/eligibility/criteria/preferred_timing,0.0,0.015151515151515152,-0.015151515151515152
email/body/guesteditors/contact,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_participation/organization/organizer,0.0,0.015151515151515152,-0.015151515151515152
email/body/submission_guidelines/organizers/affiliation,0.0,0.015151515151515152,-0.015151515151515152
email/workshopcall/purpose,0.0,0.015151515151515152,-0.015151515151515152
email/body/event/description,0.029411764705882353,0.015151515151515152,0.0142602495543672
email/call_for_papers/event/name,0.029411764705882353,0.0,0.029411764705882353
conference/submission/requirements/format,0.029411764705882353,0.0,0.029411764705882353
job_posting/position/qualifications,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_participation/dates/latam_school_dates,0.0,0.015151515151515152,-0.015151515151515152
email/body/conference/steering_committee_invitation/previous_editions/year,0.0,0.015151515151515152,-0.015151515151515152
conference/importantdates/phdforumandposters,0.029411764705882353,0.0,0.029411764705882353
email/call_for_papers/aim,0.029411764705882353,0.0,0.029411764705882353
email/conference/callfortutorials/categories/description,0.029411764705882353,0.0,0.029411764705882353
conference/contacts,0.029411764705882353,0.0,0.029411764705882353
email_metadata/subject,0.0,0.015151515151515152,-0.015151515151515152
conference/committees/phdsymposiumchairs/country,0.029411764705882353,0.0,0.029411764705882353
email/body/registration/hotel_booking_codes,0.0,0.015151515151515152,-0.015151515151515152
email/body/contact_person,0.0,0.030303030303030304,-0.030303030303030304
conference/important_dates/paper_submission_deadline,0.029411764705882353,0.0,0.029411764705882353
call_for_papers/contact,0.0,0.015151515151515152,-0.015151515151515152
conference/committees/posterchairs/country,0.029411764705882353,0.0,0.029411764705882353
email/body/main_message/historical_reference,0.029411764705882353,0.0,0.029411764705882353
email/body/job_details/contacts/name,0.0,0.015151515151515152,-0.015151515151515152
email/body/job_details/application/address/contact_person,0.0,0.015151515151515152,-0.015151515151515152
conference/submission/submission_instructions/link,0.029411764705882353,0.0,0.029411764705882353
from/email,0.058823529411764705,0.015151515151515152,0.04367201426024955
email/call_for_papers/co_location/date,0.029411764705882353,0.0,0.029411764705882353
email/body/invitation/conference_name,0.029411764705882353,0.0,0.029411764705882353
email/body/contact_info/professor/affiliation,0.0,0.015151515151515152,-0.015151515151515152
conference/submission/requirements/language,0.029411764705882353,0.0,0.029411764705882353
email/body/department/name,0.0,0.015151515151515152,-0.015151515151515152
job_posting/contact_person/roles,0.0,0.015151515151515152,-0.015151515151515152
email/callforworkshops/submissionrequirements/submissionformat,0.0,0.015151515151515152,-0.015151515151515152
email/content/closing,0.0,0.015151515151515152,-0.015151515151515152
email/conference/logistics_and_sustainability/discount_codes,0.0,0.015151515151515152,-0.015151515151515152
email/body/introduction/url,0.0,0.015151515151515152,-0.015151515151515152
email/body/submissions/submission_process/details,0.0,0.015151515151515152,-0.015151515151515152
email/workshopchairs/location,0.0,0.015151515151515152,-0.015151515151515152
email/callforworkshops/importantdates,0.0,0.015151515151515152,-0.015151515151515152
position/description/university/name,0.0,0.015151515151515152,-0.015151515151515152
position/context/projectfocus,0.0,0.015151515151515152,-0.015151515151515152
email/body/job_details/contacts,0.0,0.015151515151515152,-0.015151515151515152
job_posting/position/qualifications/teaching/documentation,0.0,0.015151515151515152,-0.015151515151515152
conference/committees/publicationchairs/country,0.029411764705882353,0.0,0.029411764705882353
email/body/application_process/application_contents,0.0,0.015151515151515152,-0.015151515151515152
email/body/call_for_papers/submission_guidelines/categories/short_papers,0.029411764705882353,0.0,0.029411764705882353
email/body/positions/requirements/degree,0.0,0.015151515151515152,-0.015151515151515152
email/body/position/eligibility,0.0,0.015151515151515152,-0.015151515151515152
